Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementText(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/th_Producto""), ""Producto"")",Chrome 114.0.0.0,,,2023-07-05 20:05:47,2023-07-05 20:05:48,"0,408s",PASSED
"verifyElementText(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/th_Subtotal""), ""Subtotal"")",Chrome 114.0.0.0,,,2023-07-05 20:05:48,2023-07-05 20:05:48,"0,373s",PASSED
"verifyElementText(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/h3_Tu pedido""), ""Tu pedido"")",Chrome 114.0.0.0,,,2023-07-05 20:05:48,2023-07-05 20:05:49,"0,379s",PASSED
"verifyElementText(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/th_Subtotal""), ""Subtotal"")",Chrome 114.0.0.0,,,2023-07-05 20:05:49,2023-07-05 20:05:49,"0,377s",PASSED
"verifyElementText(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/th_Envo""), ""Envío"")",Chrome 114.0.0.0,,,2023-07-05 20:05:49,2023-07-05 20:05:49,"0,374s",PASSED
"verifyElementText(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/th_Total""), ""Total"")",Chrome 114.0.0.0,,,2023-07-05 20:05:49,2023-07-05 20:05:50,"0,390s",PASSED
"verifyElementText(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/td_139,50""), ""139,50 €"")",Chrome 114.0.0.0,,,2023-07-05 20:05:50,2023-07-05 20:05:50,"0,379s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/label_Precio fijo 3,00""), 2)",Chrome 114.0.0.0,,,2023-07-05 20:05:50,2023-07-05 20:05:50,"0,391s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/bdi_0,00""), 2)",Chrome 114.0.0.0,,,2023-07-05 20:05:50,2023-07-05 20:05:51,"0,405s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/bdi_142,50""), 2)",Chrome 114.0.0.0,,,2023-07-05 20:05:51,2023-07-05 20:05:51,"0,368s",PASSED
